"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.851450915274175,0.0608453779401685,-13.9936827430251,0.000000000000000000000000000000000103519549578524
"log10(tot)",1.01155973213198,0.0254622810044501,39.7277734840483,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134328514895809
