"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",-1.02646434540849,0.213944327392215,-4.79781052351397,-1.43629908679711,-0.602981477281028,0.00000251423707697455
"log10(tot)",0.841512193023805,0.027728058481576,30.3487600324758,0.786893430843122,0.897891765489795,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000379714113960789
