"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.789411252733431,0.0544338333881016,-14.5022167941967,0.00000000000000000000000000000000000130835242584056
"log10(tot)",0.950023691996675,0.0227792086892808,41.7057372341353,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000048946326819474
