"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",-0.80716075259918,0.261965861847119,-3.08116770218798,-1.31412146014776,-0.322261948816709,0.00224994215972157
"log10(tot - and)",0.956303509115143,0.0338206440174375,28.2757332658149,0.889106975128423,1.02012219607765,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000316954409184741
