"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.771567413787825,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000843204746804131,1.10011181144096,1.04246234383158,1.16094936650052,-0.560581739953836,-0.706971804033723,-0.41419167587395,1,0.000550949902738185,NA,NA
