"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",-0.752176666379826,0.205375550687586,-3.66244503720906,-1.1940685126869,-0.358813875342374,0.000294430557846655
"log10(tot)",1.02432862595414,0.0266175100296605,38.4832625145142,0.969689329496607,1.07697329742711,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000441610187738368
