"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.850809676788524,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000489463268194767,1.02995494156321,0.986105574048657,1.07575416828355,-0.604638634346205,-0.711890749360523,-0.497386519331887,1,0.182967436820077,NA,NA
