"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.897022843001636,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013361556437637,1.1019426494024,1.06281950954703,1.14250593978041,-0.191220848440548,-0.286514289942784,-0.0959274069383132,1,0.000000232341095252053,NA,NA
