"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",-0.999942009140604,0.182975280033375,-5.4649021931171,-1.3499199621274,-0.670595826484113,0.0000000963674843249412
"log10(tot)",0.904809773233276,0.0237143434803346,38.154536050454,0.859316886803296,0.951248582619598,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000385984193494891
