"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.748088238909031,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000258446340083788,1.02091730480073,0.964813449605016,1.0802835964489,-0.658057767372598,-0.8017282819676,-0.514387252777597,1,0.471845069057484,NA,NA
