"","Slope","Int","model","lambda","r2","Slope_test","Slope_test_stat","Slope_test_p"
"1",1.22650180062341,0.0450011111083795,"BM",1,0.853485314199859,1,9.31521478756279,0.0000000000000000145763118583844
