"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",0.0742791204416346,0.290064836926331,0.256077645359336,-0.474383875875594,0.653407541539249,0.798063510124925
"log10(tot - pet)",1.11502623814536,0.0396391356182703,28.1294286758218,1.03967778222681,1.19450242274752,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000996107783131747
