"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",-1.09888802019568,0.232486550511037,-4.72667351199533,-1.53758127690648,-0.661869980062729,0.00000349071811380481
"log10(tot - gyn)",0.818885113021108,0.0291734153253904,28.0695662090825,0.760026628555114,0.881160779727456,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000159264966860977
