"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.325940132722222,0.0483848955316692,-6.73640253101064,0.0000000000808878325354266
"log10(tot)",1.04366409694515,0.0202478782794279,51.5443683798475,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133615564376408
