"","Estimate","StdErr","t.value","lowerbootCI","upperbootCI","p.value"
"(Intercept)",-1.21578036344095,0.266179110045881,-4.56752734364237,-1.71617559059531,-0.727632590989442,0.000007171690541869
"log10(tot - sep)",0.709177758031328,0.032187696103887,22.0325728111273,0.6488359217945,0.7680829292889,0.0000000000000000000000000000000000000000000000000000000000000000496152099485912
