"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.838049885802696,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134328514895824,1.10498554588987,1.05601693607221,1.15622488136123,-0.635483664335188,-0.755383053224255,-0.515584275446122,1,0.0000194341021810818,NA,NA
