"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.763445813008749,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174594409242825,1.00333375661539,0.949855302684616,1.05982313760709,-0.538653743350451,-0.677316144338944,-0.399991342361958,1,0.904951710931076,NA,NA
