"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"group","all",307,0.830611094997214,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127175592464028,1.03329293337496,0.986486234660231,1.08232051157852,-0.725938566929539,-0.84061300081766,-0.611264133041418,1,0.165551046871366,NA,NA
